0,1
QB - 2,2111.01
QB - 3,2141.01
QB - 5,2107.02
QB - 5,2107.01
QB - 6,2135
QB - 8,2173.02
QB - 11,2164.06(b)
QB - 11,2164.01
QB - 13,2144.03
QB - 14,2121
QB - 15,2131.05
QB - 19,2181
QB - 20,2181
QB - 22,2144
QB - 23,2128.02
QB - 26,2164.04
QB - 27,2173.05(e)
QB - 30,2131.03
QB - 30,2131
QB - 35,2128.01
QB - 41,2131.01
QB - 42,2138.06
QB - 46,2113
QB - 48,2141.02
QB - 51,2144.06
QB - 57,2163.01
QB - 58,2133.03(b)
QB - 65,2107.02(II)(B)
QB - 71,2111.03
QB - 73,2131
QB - 73,2111
QB - 74,2132
QB - 75,2138
QB - 76,2138.05
QB - 80,2145
QB - 82,2163.06
QB - 83,2113
QB - 88,2131
QB - 92,2144.05
QB - 99,2107.02
QB - 99,2107.01
QB - 102,2131
QB - 103,2136.02
QB - 103,2127
QB - 109,2141
QB - 124,2113
QB - 126,2173.05(i)
QB - 128,2137.01
QB - 136,2137
QB - 140,2111.02
QB - 144,2136.02
QB - 144,2127
QB - 146,2137
QB - 149,2107.01
QB - 151,2163
QB - 152,2137.01
QB - 154,2173.05(c)(III)
QB - 176,2163.01
QB - 178,2163.03
QB - 180,2144
QB - 183,2138.05
QB - 188,2145
QB - 189,2172.01
QB - 191,2163.06
QB - 192,2113
QB - 199,2143.03
QB - 201,2106.02
QB - 202,2135.01
QB - 205,2137.01
QB - 206,2107.01
QB - 213,2172
QB - 215,2128.01
QB - 219,2173.05(c)
QB - 232,2141
QB - 234,2145
QB - 236,2144.05
QB - 249,2136
QB - 261,2165.01
QB - 280,2173.05
QB - 291,2173.05
QB - 295,2181
QB - 301,2183
QB - 310,2128.01
QB - 314,2144.05
QB - 319,2136
QB - 327,2165.01
QB - 334,2173.05(u)
QB - 361,2173.05(n)
QB - 371,2183
QB - 374,2161
QB - 375,2144.05
QB - 378,2125
EPC1 February 2015 - 2,2132
EPC1 July 2013 - 7,2163.07(a)
EPC1 July 2013 - 10,2135
EPC1 June 2013 - 10,2132
EPC3 May 2017 - 1,2135.01
EPC3 July 2017 - 1,2132
EPC3 January 2018 - 2,2121.02
EPC3 March 2018 - 1,2136.05
EPC3 July 2018 - 1,2163.03
EPC3 July 2018 - 2,2131.04
EPC3 August 2018 - 2,2144.03
EPC3 December 2018 - 1,2145
EPC3 March 2019 - 1,2132.01
EPC3 March 2019 - 3,2132
EPC3 March 2019 - 3,2131.05
EPC3 March 2019 - 3,2131.04
EPC3 May 2019 - 1,2173.05(h)
EPC3 May 2019 - 1,2111.03
EPC3 July 2019 - 1,2145
EPC3 July 2019 - 1,2144
EPC3 July 2019 - 1,2143
EPC3 August 2019 - 3,2136.05
EPC3 August 2019 - 3,2136
EPC3 August 2019 - 3,2131
QB - 2,2111.01
QB - 3,2141.01
QB - 5,2107.02
QB - 5,2107.01
QB - 6,2135
QB - 8,2173.02
QB - 11,2164.06(b)
QB - 11,2164.01
QB - 13,2144.03
QB - 14,2121
QB - 15,2131.05
QB - 19,2181
QB - 20,2181
QB - 22,2144
QB - 23,2128.02
QB - 26,2164.04
QB - 27,2173.05(e)
QB - 30,2131.03
QB - 30,2131
QB - 35,2128.01
QB - 41,2131.01
QB - 42,2138.06
QB - 46,2113
QB - 48,2141.02
QB - 51,2144.06
QB - 57,2163.01
QB - 58,2133.03(b)
QB - 65,2107.02(II)(B)
QB - 71,2111.03
QB - 73,2131
QB - 73,2111
QB - 74,2132
QB - 75,2138
QB - 76,2138.05
QB - 80,2145
QB - 82,2163.06
QB - 83,2113
QB - 88,2131
QB - 92,2144.05
QB - 99,2107.02
QB - 99,2107.01
QB - 102,2131
QB - 103,2136.02
QB - 103,2127
QB - 109,2141
QB - 124,2113
QB - 126,2173.05(i)
QB - 128,2137.01
QB - 136,2137
QB - 140,2111.02
QB - 144,2136.02
QB - 144,2127
QB - 146,2137
QB - 149,2107.01
QB - 151,2163
QB - 152,2137.01
QB - 154,2173.05(c)(III)
QB - 176,2163.01
QB - 178,2163.03
QB - 180,2144
QB - 183,2138.05
QB - 188,2145
QB - 189,2172.01
QB - 191,2163.06
QB - 192,2113
QB - 199,2143.03
QB - 201,2106.02
QB - 202,2135.01
QB - 205,2137.01
QB - 206,2107.01
QB - 213,2172
QB - 215,2128.01
QB - 219,2173.05(c)
QB - 232,2141
QB - 234,2145
QB - 236,2144.05
QB - 249,2136
QB - 261,2165.01
QB - 280,2173.05
QB - 291,2173.05
QB - 295,2181
QB - 301,2183
QB - 310,2128.01
QB - 314,2144.05
QB - 319,2136
QB - 327,2165.01
QB - 334,2173.05(u)
QB - 361,2173.05(n)
QB - 371,2183
QB - 374,2161
QB - 375,2144.05
QB - 378,2125
EPC1 February 2015 - 2,2132
EPC1 July 2013 - 7,2163.07(a)
EPC1 July 2013 - 10,2135
EPC1 June 2013 - 10,2132
EPC3 May 2017 - 1,2135.01
EPC3 July 2017 - 1,2132
EPC3 January 2018 - 2,2121.02
EPC3 March 2018 - 1,2136.05
EPC3 July 2018 - 1,2163.03
EPC3 July 2018 - 2,2131.04
EPC3 August 2018 - 2,2144.03
EPC3 December 2018 - 1,2145
EPC3 March 2019 - 1,2132.01
EPC3 March 2019 - 3,2132
EPC3 March 2019 - 3,2131.05
EPC3 March 2019 - 3,2131.04
EPC3 May 2019 - 1,2173.05(h)
EPC3 May 2019 - 1,2111.03
EPC3 July 2019 - 1,2145
EPC3 July 2019 - 1,2144
EPC3 July 2019 - 1,2143
EPC3 August 2019 - 3,2136.05
EPC3 August 2019 - 3,2136
EPC3 August 2019 - 3,2131
