Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,2500,2501,,,Introduction [R-07.2015],,,,
MPEP,2500,,p1,,,,,,
MPEP,2500,2501(I),,,MAINTENANCE FEE BRANCH,,,,
MPEP,2500,2501(I),p1,,,,,,
MPEP,2500,2501(I),p2,,,,,,
MPEP,2500,2501(II),,,OFFICE OF PATENT APPLICATION PROCESSING,,,,
MPEP,2500,2501(II),p1,,,,,,
MPEP,2500,2502-2503,,,[Reserved],,,,
MPEP,2500,2504,,,Patents Subject to Maintenance Fees [R-08.2017],,,,
MPEP,2500,2505,,,[Reserved],,,,
MPEP,2500,2506,,,Times for Submitting Maintenance Fee Payments [R-08.2012],,,,
MPEP,2500,2507-2509,,,[Reserved],,,,
MPEP,2500,2510,,,Submission of Maintenance Fee Payments and Documents [R-08.2017],,,,
MPEP,2500,2510(I),,,SUBMISSION OVER THE INTERNET,,,,
MPEP,2500,2510(I),p1,,,,,,
MPEP,2500,2510(II),,,SUBMISSION BY MAIL,,,,
MPEP,2500,2510(II),p1,,,,,,
MPEP,2500,2510(II),p2,,,,,,
MPEP,2500,2510(II),p3,,,,,,
MPEP,2500,2510(II),p4,,,,,,
MPEP,2500,2510(II),p5,,,,,,
MPEP,2500,2510(II),p6,,,,,37 CFR 1.366(b); 37 CFR 1.8; 37 CFR 1.10; 37 CFR 1.8; ,
MPEP,2500,2510(III),,,SUBMISSION BY FACSIMILE,,,,
MPEP,2500,2510(III),p1,,,,,,
MPEP,2500,2510(III),p2,,,,,37 CFR 1.366(b); 37 CFR 1.8; ,
MPEP,2500,2510(IV),,,SUBMISSION BY HAND DELIVERY,,,,
MPEP,2500,2510(IV),p1,,,,,,
MPEP,2500,2511-2514,,,[Reserved],,,,
MPEP,2500,2515,,,Information Required for Submission of Maintenance Fee Payment [R-07.2015],,,,
MPEP,2500,2516-2519,,,[Reserved],,,,
MPEP,2500,2520,,,Maintenance Fee Amounts [R-08.2017],,,,
MPEP,2500,2521,,,[Reserved],,,,
MPEP,2500,2522,,,Methods of Payment [R-08.2017],,,,
MPEP,2500,2523-2529,,,[Reserved],,,,
MPEP,2500,2530,,,Special Acceptance of Maintenance Fee Payments Containing Informalities [R-07.2015],,,,
MPEP,2500,2530(I),,,PATENT NUMBER SUPPLIED BUT NO APPLICATION NUMBER SUPPLIED,,,,
MPEP,2500,2530(I),p1,,,,,37 CFR 1.366(c); ,
MPEP,2500,2530(II),,,PATENT NUMBER AND APPLICATION NUMBER SUPPLIED BUT THEY DO NOT CORRESPOND,,,,
MPEP,2500,2530(II),p1,,,,,,
MPEP,2500,2530(III),,,NO PATENT NUMBER SUPPLIED BUT APPLICATION NUMBER SUPPLIED,,,,
MPEP,2500,2530(III),p1,,,,,,
MPEP,2500,2531,,,Payment Late or Insufficient [R-07.2015],,,,
MPEP,2500,2532,,,Duplicate Payments [R-08.2017],,,,
MPEP,2500,2533-2539,,,[Reserved],,,,
MPEP,2500,2540,,,Fee Address for Maintenance Fee Purposes [R-08.2017],,,,
MPEP,2500,2541,,,[Reserved],,,,
MPEP,2500,2542,,,Change of Correspondence Address [R-07.2015],,,,
MPEP,2500,2543-2549,,,[Reserved],,,,
MPEP,2500,2550,,,Entity Status Discounts [R-08.2017],,,,
MPEP,2500,2550(I),,,CLAIMING ENTITLEMENT TO AN ENTITY STATUS DISCOUNT,,,,
MPEP,2500,2550(I),p1,,,,,,
MPEP,2500,2550(I),p2,,,,,37 CFR 1.27(c)(2); ,
MPEP,2500,2550(I),p3,,,,,37 CFR 1.33(b); ,
MPEP,2500,2550(I),p4,,,,,37 CFR 1.29(i); 37 CFR 1.27(g)(2); ,
MPEP,2500,2550(I),p5,,,,,37 CFR 1.28(a); ,
MPEP,2500,2550(II),,,REMOVAL OF ENTITY STATUS,,,,
MPEP,2500,2550(II),p1,,,,,37 CFR 1.27(g)(2); 37 CFR 1.29(i); 37 CFR 1.33(b); 37 CFR 1.366(f); 37 CFR 1.29(g); ,
MPEP,2500,2550(II),p2,,,,,,
MPEP,2500,2550(III),,,PAYMENTS NOT MATCHING THE ENTITY STATUS OF RECORD,,,,
MPEP,2500,2550(III),p1,,,,,,
MPEP,2500,2550(III),p2,,,,,37 CFR 1.27(g)(2); 37 CFR 1.29(i); 37 CFR 1.362(e); ,
MPEP,2500,2550(III),p3,,,,,37 CFR 1.362(e); 37 CFR 1.27; 37 CFR 1.29; 37 CFR 1.378; ,
MPEP,2500,2551-2559,,,[Reserved],,,,
MPEP,2500,2560,,,Revocation of Power of Attorney and Withdrawal of Attorney [R-07.2015],,,,
MPEP,2500,2561-2569,,,[Reserved],,,,
MPEP,2500,2570,,,Maintenance Fee Payment Status Requests [R-08.2017],,,,
MPEP,2500,2571-2574,,,[Reserved],,,,
MPEP,2500,2575,,,Notices [R-07.2015],,,,
MPEP,2500,2575(I),,,PREPRINTED STANDARD NOTICES,,,,
MPEP,2500,2575(I),p1,,,,,,
MPEP,2500,2575(II),,,OFFICIAL GAZETTE NOTICE,,,,
MPEP,2500,2575(II),p1,,,,,,
MPEP,2500,2575(II),p2,,,,,,
MPEP,2500,2575(III),,,MAINTENANCE FEE REMINDERS,,,,
MPEP,2500,2575(III),p1,,,,,37 CFR 1.363; ,
MPEP,2500,2575(IV),,,RECEIPT NOTICES,,,,
MPEP,2500,2575(IV),p1,,,,,,
MPEP,2500,2575(V),,,EXPIRATION NOTICES,,,,
MPEP,2500,2575(V),p1,,,,,37 CFR 1.363; ,
MPEP,2500,2576-2579,,,[Reserved],,,,
MPEP,2500,2580,,,Review of Decision Refusing to Accept and Record Payment of a Maintenance Fee Filed Prior to Expiration of Patent [R-07.2015],,,,
MPEP,2500,2581-2589,,,[Reserved],,,,
MPEP,2500,2590,,,Acceptance of Delayed Payment of Maintenance Fee in Expired Patent to Reinstate Patent [R-08.2017],,,,
MPEP,2500,2590(I),,,UNINTENTIONAL DELAY,,,,
MPEP,2500,2590(I),p1,,,,,,
MPEP,2500,2590(I),p2,,,,,37 CFR 1.378(b); ,
MPEP,2500,2591,,,Intervening Rights in Reinstated Patents [R-08.2012],,,,
MPEP,2500,2592-2594,,,[Reserved],,,,
MPEP,2500,2595,,,Forms [R-08.2017],,,,
