Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,0400,401,,,U.S. Patent and Trademark Office Cannot Aid in Selection of Patent Practitioner [R-11.2013],,,,
MPEP,0400,401,,,.10 Employ Services of Attorney or Agent,,,,
MPEP,0400,402,,,Power of Attorney; Naming Representative [R-07.2015],,,,
MPEP,0400,402(I),,,NAMING REPRESENTATIVE IN A POWER OF ATTORNEY,,,,
MPEP,0400,402(I),p1,,,,,37 CFR 1.31; 37 CFR 1.32(c)(1); ,
MPEP,0400,402(I),p2,,,,,37 CFR 1.32(c)(3); ,
MPEP,0400,402(I),p3,,,,,37 CFR 1.32(c)(3); ,
MPEP,0400,402(I),p4,,,,,37 CFR 1.53(b); ,
MPEP,0400,402(II),,,REGISTERED PRACTITIONERS,,,,
MPEP,0400,402(II),p1,,,,,,
MPEP,0400,402(II),p2,,,,,,
MPEP,0400,402(III),,,INEFFECTIVE POWER OF ATTORNEY,,,,
MPEP,0400,402(III),p1,,,,,,
MPEP,0400,402(III),p2,,,,,,
MPEP,0400,402,,,.09 Unregistered Attorney or Agent,,,,
MPEP,0400,402.01,,,Limited Recognition in Patent Matters [R-07.2015],,,,
MPEP,0400,402.02,,,Appointment of Power of Attorney [R-11.2013],,,,
MPEP,0400,402.02(a),,,"Appointment in Application Filed On or After September 16, 2012 [R-07.2015]",,,,
MPEP,0400,402.02(a)(I),,,GENERAL REQUIREMENTS FOR POWERS OF ATTORNEY,,,,
MPEP,0400,402.02(a)(I),p1,,,,,37 CFR 1.32(b)(4); ,
MPEP,0400,402.02(a)(I),p2,,,,,37 CFR 1.42; 37 CFR 1.43; 37 CFR 1.42(b); 37 CFR 1.46; 37 CFR 1.46(b)(2); ,
MPEP,0400,402.02(a)(I),p3,,,,,37 CFR 1.46(c); ,
MPEP,0400,402.02(a)(I),p4,,,,,,
MPEP,0400,402.02(a)(II),,,POWERS OF ATTORNEY IN CONTINUING APPLICATIONS,,,,
MPEP,0400,402.02(a)(II),p1,,,,35 U.S.C. 120; ,37 CFR 1.32(d); ,
MPEP,0400,402.02(a)(III),,,"POWER OF ATTORNEY FORMS FOR APPLICATIONS FILED ON OR AFTER SEPTEMBER 16, 2012",,,,
MPEP,0400,402.02(a)(III),p1,,,,,37 CFR 1.46(c); ,
MPEP,0400,402.02(a)(III),p2,,,,,,
MPEP,0400,402.02(b),,,"Appointment in Application Filed Before September 16, 2012 [R-07.2015]",,,,
MPEP,0400,402.02(b)(I),,,GENERAL REQUIREMENTS FOR POWERS OF ATTORNEY,,,,
MPEP,0400,402.02(b)(II),,,POWERS OF ATTORNEY IN CONTINUING APPLICATIONS,,,,
MPEP,0400,402.02(b)(II),p1,,,,,37 CFR 1.63(d); 37 CFR 1.63(d)(4); ,
MPEP,0400,402.02(b)(III),,,"POWER OF ATTORNEY FORMS FOR APPLICATIONS FILED BEFORE SEPTEMBER 16, 2012",,,,
MPEP,0400,402.02(b)(III),p1,,,,,,
MPEP,0400,402.03,,,Signature Requirements for Papers Filed in an Application [R-07.2015],,,,
MPEP,0400,402.03(I),,,SIGNATURE AND CERTIFICATE,,,,
MPEP,0400,402.03(II),,,ACTING IN A REPRESENTATIVE CAPACITY,,,,
MPEP,0400,402.04,,,[Reserved],,,,
MPEP,0400,402.05,,,Revocation of Power of Attorney [R-11.2013],,,,
MPEP,0400,402.05(a),,,"Applicant Revocation - Application Filed On or After September 16, 2012 [R-11.2013]",,,,
MPEP,0400,402.05(b),,,"Applicant Revocation - Application Filed Before September 16, 2012 [R-11.2013]",,,,
MPEP,0400,402.06,,,Attorney or Agent Withdraws [R-07.2015],,,,
MPEP,0400,402.07,,,Assignee Revocation of Power of Attorney of Applicant and Appointment of New Power of Attorney [R-07.2015],,,,
MPEP,0400,402.07(I),,,"APPLICATION FILED ON OR AFTER SEPTEMBER 16, 2012",,,,
MPEP,0400,402.07(I),p1,,,,,37 CFR 1.32(b); 37 CFR 1.46(c); ,
MPEP,0400,402.07(II),,,"APPLICATION FILED BEFORE SEPTEMBER 16, 2012",,,,
MPEP,0400,402.07(II),p1,,,,,,
MPEP,0400,402.08,,,Application in Interference or Derivation Proceeding [R-11.2013],,,,
MPEP,0400,402.09,,,International Application [R-11.2013],,,,
MPEP,0400,402.10,,,Appointment/Revocation by Less Than All Applicants or Owners [R-11.2013],,,,
MPEP,0400,403,,,Correspondence — With Whom Held; Customer Number Practice [R-11.2013],,,,
MPEP,0400,403,,,.01 Dual Correspondence,,,,
MPEP,0400,403(I),,,CUSTOMER NUMBER PRACTICE,,,,
MPEP,0400,403(I),p1,,,,,,
MPEP,0400,403(II),,,PATENT APPLICATION FILED WITHOUT CORRESPONDENCE ADDRESS,,,,
MPEP,0400,403(II),p1,,,,35 U.S.C. 111(a); 35 U.S.C. 112; ,37 CFR 1.53; 37 CFR 1.71; 37 CFR 1.75; 37 CFR 1.81(a); 37 CFR 1.16(f); 37 CFR 1.16(g); ,
MPEP,0400,403(II),p2,,,,,37 CFR 1.16(f); 37 CFR 1.16(g); ,
MPEP,0400,403(II),p3,,,,,37 CFR 1.136; ,
