Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,1300,1301,,,"Substantially Allowable Application, Special [R-08.2012]",,,,
MPEP,1300,1302,,,[Reserved],,,,
MPEP,1300,1302.01,,,General Review of Disclosure [R-07.2015],,,,
MPEP,1300,1302.02,,,Requirement for a Rewritten Specification [R-08.2012],,,,
MPEP,1300,1302.02,,,Requirement for Rewritten Specification,,,,
MPEP,1300,1302.03,,,Notice of Allowability [R-07.2015],,,,
MPEP,1300,1302.04,,,Examiner’s Amendments and Changes [R-07.2015],,,,
MPEP,1300,1302.04,,,Examiner’s Amendment,,,,
MPEP,1300,1302.04,,,.01 Examiner’s Amendment Authorized,,,,
MPEP,1300,1302.04,,,.02 Extension of Time and Examiner’s Amendment Authorized,,,,
MPEP,1300,1302.04,,,Extension of Time by Examiner’s Amendment,,,,
MPEP,1300,1302.04(a),,,Title of Invention [R-08.2012],,,,
MPEP,1300,1302.04(b),,,[Reserved],,,,
MPEP,1300,1302.04(c),,,Cancellation of Claims to Nonelected Invention [R-08.2012],,,,
MPEP,1300,1302.04(d),,,Cancellation of Claim Lost in Interference [R-08.2012],,,,
MPEP,1300,1302.04(e),,,Cancellation of Rejected Claims Following Appeal [R-08.2012],,,,
MPEP,1300,1302.04(f),,,[Reserved],,,,
MPEP,1300,1302.04(g),,,Identification of Claims [R-07.2015],,,,
MPEP,1300,1302.04(h),,,Rejoinder of Claims [R-08.2012],,,,
MPEP,1300,1302.05,,,Correction of Drawing [R-07.2015],,,,
MPEP,1300,1302.06,,,Prior Foreign Application [R-07.2015],,,,
MPEP,1300,1302.07,,,[Reserved],,,,
MPEP,1300,1302.08,,,Interference Search [R-08.2012],,,,
MPEP,1300,1302.09,,,"Classification, Print Figure, and Other Notations [R-07.2015]",,,,
MPEP,1300,1302.10,,,Issue Classification Notations [R-07.2015],,,,
MPEP,1300,1302.11,,,[Reserved],,,,
MPEP,1300,1302.12,,,Listing of References [R-07.2015],,,,
MPEP,1300,1302.13,,,Signing [R-07.2015],,,,
MPEP,1300,1302.14,,,Reasons for Allowance [R-07.2015],,,,
MPEP,1300,1302.14(I),,,REASONS FOR ALLOWANCE,,,,
MPEP,1300,1302.14(I),p1,,,,,37 CFR 1.104(e); ,
MPEP,1300,1302.14(I),p2,,,,,,
MPEP,1300,1302.14(I),p3,,,,,,
MPEP,1300,1302.14(I),p4,,,,,,
MPEP,1300,1302.14(I),p5,,,,,37 CFR 1.104(e); ,
MPEP,1300,1302.14(I),p6,,,,,,
MPEP,1300,1302.14(I),p7,,,,,37 CFR 1.111(b); 37 CFR 1.133(b); ,
MPEP,1300,1302.14(I),p8,,,,,,
MPEP,1300,1302.14(I),p9,,,,,,
MPEP,1300,1302.14(I),p10,,,,,,
MPEP,1300,1302.14(I),p11,,,,,,
MPEP,1300,1302.14(II),,,EXAMPLES OF WHEN IT IS LIKELY THAT A STATEMENT SHOULD BE ADDED TO THE RECORD,,,,
MPEP,1300,1302.14(III),,,EXAMPLES OF STATEMENTS OF SUITABLE CONTENT,,,,
MPEP,1300,1302.14(IV),,,EXAMPLES OF STATEMENTS THAT ARE NOT SUITABLE AS TO CONTENT,,,,
MPEP,1300,1302.14,,,Reasons for Allowance,,,,
MPEP,1300,1302.14,,,.01 Reasons for Indication of Allowable Subject Matter,,,,
MPEP,1300,1302.14(V),,,APPLICANT’S COMMENTS ON THE REASONS FOR ALLOWANCE,,,,
MPEP,1300,1302.14(V),p1,,,,,,
MPEP,1300,1302.14(V),p2,,,,,,
MPEP,1300,1302.14(V),p3,,,,,37 CFR 1.104(e); ,
MPEP,1300,1303,,,Notice of Allowance [R-07.2015],,,,
MPEP,1300,1303.01,,,Amendment Received After Allowance [R-07.2015],,,,
MPEP,1300,1303.02,,,Undelivered [R-07.2015],,,,
MPEP,1300,1303.03,,,Not Withheld Due to Death of Inventor [R-07.2015],,,,
MPEP,1300,1304,,,Amendments After D-10 Notice [R-08.2012],,,,
MPEP,1300,1304.01,,,"Withholding From Issue of ""Secrecy Order"" Applications [R-08.2012]",,,,
MPEP,1300,1305,,,Jurisdiction [R-07.2015],,,,
MPEP,1300,1306,,,Issue Fee [R-07.2015],,,,
MPEP,1300,1306.01,,,Deferring Issuance of a Patent [R-07.2015],,,,
MPEP,1300,1306.02,,,Simultaneous Issuance of Patents [R-08.2012],,,,
MPEP,1300,1306.03,,,Practice After Payment of Issue Fee; Receipt of Issue Notification [R-07.2015],,,,
MPEP,1300,1307,,,Change in Classification of Cases Which Are in Issue [R-07.2015],,,,
MPEP,1300,1308,,,Withdrawal From Issue [R-07.2015],,,,
MPEP,1300,1308(I),,,WITHDRAWAL FROM ISSUE AT THE INITIATIVE OF THE APPLICANT,,,,
MPEP,1300,1308(I),p1,,,,,,
MPEP,1300,1308(I)(A),,,Prior to the Payment of Issue Fee,,,,
MPEP,1300,1308(I)(A),p1,,,,,37 CFR 1.313(a); 37 CFR 1.114; 37 CFR 1.17(e); 37 CFR 1.97; ,
MPEP,1300,1308(I)(A),p2,,,,,37 CFR 1.313(a); ,
MPEP,1300,1308(I)(A),p3,,,,35 U.S.C. 151; ,,
MPEP,1300,1308(I)(B),,,After the Payment of Issue Fee,,,,
MPEP,1300,1308(I)(B),p1,,,,,37 CFR 1.313(c); 37 CFR 1.313(a); ,
MPEP,1300,1308(I)(B),p2,,,,,37 CFR 1.313(c)(1); 37 CFR 1.313(c)(2); 37 CFR 1.17(h); 37 CFR 1.114; 37 CFR 1.17(e); 37 CFR 1.53(d); 37 CFR 1.313(c)(3); 37 CFR 1.53(b); ,
MPEP,1300,1308(I)(B),p3,,,,,37 CFR 1.313(c); 37 CFR 1.313(c); ,
MPEP,1300,1308(II),,,WITHDRAWAL FROM ISSUE AT THE INITIATIVE OF THE OFFICE,,,,
MPEP,1300,1308(II),p1,,,,35 U.S.C. 151; ,37 CFR 1.313; 37 CFR 1.313(b); 37 CFR 1.313(b)(1); 37 CFR 1.313(b)(3); ,
MPEP,1300,1308(II),p2,,,,,37 CFR 1.313(b); ,
MPEP,1300,1308(II),p3,,,,35 U.S.C. 151; ,37 CFR 1.313(b); ,
MPEP,1300,,,,Procedure to be followed when an application is withdrawn from issue,,,,
MPEP,1300,,p1,,,,,,
MPEP,1300,,p2,,,,,,
MPEP,1300,1308(II)(A),,,Withdrawal From Issue Before Payment of Issue Fee,,,,
