Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,0600,601,,,Content of Provisional and Nonprovisional Applications [R-07.2015],,,,
MPEP,0600,,p1,,,,35 U.S.C. 111; pre-AIA 35 U.S.C. 111; ,,
MPEP,0600,,p1,,,,35 U.S.C. 111; pre-AIA 35 U.S.C. 111; ,,
MPEP,0600,601(I),,,GUIDELINES FOR DRAFTING A NONPROVISIONAL PATENT APPLICATION UNDER 35 U.S.C. 111(a),,,,
MPEP,0600,601(I),p1,,,,35 U.S.C. 111(a); ,37 CFR 1.77; 37 CFR 1.76; 37 CFR 1.63; 37 CFR 1.76(b); 37 CFR 1.41; ,
MPEP,0600,601(I),p2,,,,35 U.S.C. 111(a); 35 U.S.C. 112; 35 U.S.C. 113; 35 U.S.C. 115; ,,
MPEP,0600,,p1,,,,,,
MPEP,0600,601(II),,,GUIDELINES FOR DRAFTING A PROVISIONAL APPLICATION UNDER 35 U.S.C. 111(b),,,,
MPEP,0600,601(II),p1,,,,35 U.S.C. 112(a); 35 U.S.C. 111(a); ,,
MPEP,0600,601(II),p2,,,,,37 CFR 1.51(c)(1); ,
MPEP,0600,601(II),p3,,,,35 U.S.C. 111(a); ,37 CFR 1.51(d); ,
MPEP,0600,601(II),p4,,,,,,
MPEP,0600,601(III),,,THE APPLICATION,,,,
MPEP,0600,601(III),p1,,,,,,
MPEP,0600,601(III),p2,,,,,,
MPEP,0600,601(III),p3,,,,,,
MPEP,0600,601(III),p4,,,,,,
MPEP,0600,601(III),p5,,,,,,
MPEP,0600,601(III),p6,,,,,,
MPEP,0600,601(III),p7,,,,,,
MPEP,0600,601(III),p8,,,,,,
MPEP,0600,601(III),p9,,,,,,
MPEP,0600,601(III),p10,,,,,,
MPEP,0600,601(III),p11,,,,,,
MPEP,0600,601(III),p12,,,,,,
MPEP,0600,601(III),p13,,,,,,
MPEP,0600,601(III),p14,,,,,,
MPEP,0600,601(III),p15,,,,,,
MPEP,0600,601(III),p16,,,,,,
MPEP,0600,601(III),p17,,,,,,
MPEP,0600,601(III),p18,,,,,37 CFR 1.91; ,
MPEP,0600,601(III),p19,,,,,37 CFR 1.19(b); 37 CFR 1.53(e); ,
MPEP,0600,601.01,,,Complete Application [R-07.2015],,,,
MPEP,0600,601.01(a),,,Nonprovisional Applications Filed Under 35 U.S.C. 111(a) [R-07.2015],,,,
MPEP,0600,601.01(a)(I),,,APPLICATION FILING REQUIREMENTS,,,,
MPEP,0600,601.01(a)(I),p1,,,,35 U.S.C. 111(a); ,37 CFR 1.53(b); 37 CFR 1.53(d); ,
MPEP,0600,601.01(a)(I),p2,,,,35 U.S.C. 111; 35 U.S.C. 112; 35 U.S.C. 111(a); 35 U.S.C. 171; 35 U.S.C. 112(a); ,37 CFR 1.53(d); 37 CFR 1.53(b); ,
MPEP,0600,601.01(a)(I),p3,,,,35 U.S.C. 111(a); ,37 CFR 1.53(b); ,
MPEP,0600,601.01(a)(I),p4,,,,,37 CFR 1.53(b); ,
MPEP,0600,601.01(a)(I),p5,,,,,37 CFR 1.53(d); 37 CFR 1.51(b); ,
MPEP,0600,601.01(a)(II),,,COMPLETION OF NONPROVISIONAL APPLICATION UNDER 35 U.S.C. 111 SUBSEQUENT TO FILING,,,,
MPEP,0600,601.01(a)(II),p1,,,,35 U.S.C. 111(a); 35 U.S.C. 112; ,37 CFR 1.53(d); ,
MPEP,0600,601.01(a)(II),p2,,,,35 U.S.C. 112; ,37 CFR 1.71; 37 CFR 1.75; 37 CFR 1.81(a); ,
MPEP,0600,601.01(a)(II)(A),p1,,,,35 U.S.C. 111(a); ,,
MPEP,0600,601.01(a)(II)(A),p2,,,,,37 CFR 1.53(f); ,
MPEP,0600,601.01(a)(II)(A),p3,,,,,37 CFR 1.16(f); ,
MPEP,0600,601.01(a)(II)(A),p4,,,,,,
MPEP,0600,601.01(a)(II)(B),p1,,,,35 U.S.C. 111(a); ,,
MPEP,0600,601.01(a)(II)(B),p2,,,,,37 CFR 1.53(f); ,
MPEP,0600,601.01(a)(II)(B),p3,,,,,37 CFR 1.53(b); 37 CFR 1.16(f); ,
MPEP,0600,601.01(a)(II)(B),p4,,,,,37 CFR 1.53(f); 37 CFR 1.63; 37 CFR 1.64; 37 CFR 1.136; 37 CFR 1.136(c); 37 CFR 1.53(f)(1); ,
MPEP,0600,601.01(a)(II)(B),p5,,,,,37 CFR 1.53(f)(1); 37 CFR 1.53(b); 37 CFR 1.16(f); ,
MPEP,0600,601.01(a)(II)(B),p6,,,,,37 CFR 1.53(b); ,
MPEP,0600,601.01(a)(II)(B),p7,,,,,37 CFR 1.53(f)(2); 37 CFR 1.53(b); 37 CFR 1.16(f); ,
MPEP,0600,601.01(a)(II)(B),p8,,,,,37 CFR 1.53(f)(3); 37 CFR 1.53(b); 37 CFR 1.53(f)(1); 37 CFR 1.53(f)(3)(i); 37 CFR 1.16(f); 37 CFR 1.53(f)(2); ,
MPEP,0600,601.01(a)(II)(B),p9,,,,35 U.S.C. 115(f); ,37 CFR 1.53(f)(3)(i); 37 CFR 1.76; 37 CFR 1.63; 37 CFR 1.64; ,
MPEP,0600,601.01(a)(II)(B),p10,,,,,37 CFR 1.53(b); 37 CFR 1.16(f); 37 CFR 1.53(f)(3)(i); ,
MPEP,0600,601.01(a)(II)(B),p11,,,,,37 CFR 1.53(b); 37 CFR 1.16(f); 37 CFR 1.53(f)(3)(i); ,
MPEP,0600,601.01(a)(II)(B),p12,,,,,37 CFR 1.63; 37 CFR 1.64; 37 CFR 1.53(f)(3); ,
MPEP,0600,601.01(a)(II)(C),p1,,,,35 U.S.C. 111; ,,
MPEP,0600,601.01(a)(II)(C),p2,,,,,37 CFR 1.53(f); 37 CFR 1.16(f); ,
MPEP,0600,601.01(a)(II)(C),p3,,,,,,
MPEP,0600,601.01(a)(II)(C),p4,,,,,37 CFR 1.16(f); 37 CFR 1.53(f); 37 CFR 1.136; ,
MPEP,0600,601.01(a)(II)(C),p5,,,,,37 CFR 1.53(f); 37 CFR 1.67; 37 CFR 1.53(b); ,
MPEP,0600,601.01(a)(III),,,APPLICATION UNDER 35 U.S.C. 111(a) FILED BY REFERENCE,,,,
MPEP,0600,,p1,,,,35 U.S.C. 111; pre-AIA 35 U.S.C. 111; ,,
MPEP,0600,601.01(b),,,Provisional Applications Filed Under 35 U.S.C. 111(b) [R-07.2015],,,,
MPEP,0600,601.01(c),,,Conversion to or from a Provisional Application [R-07.2015],,,,
MPEP,0600,601.01(c)(I),,,CONVERSION FROM A NONPROVISIONAL APPLICATION TO A PROVISIONAL APPLICATION,,,,
MPEP,0600,601.01(c)(II),,,CONVERSION FROM A PROVISIONAL APPLICATION TO A NONPROVISIONAL APPLICATION,,,,
MPEP,0600,601.01(d),,,Application Filed Without All Pages of Specification [R-07.2015],,,,
MPEP,0600,601.01(d)(I),,,APPLICATION ENTITLED TO FILING DATE,,,,
MPEP,0600,601.01(d)(I),p1,,,,,,
MPEP,0600,601.01(d)(II),,,APPLICATION NOT ENTITLED TO FILING DATE,,,,
MPEP,0600,601.01(d)(II),p1,,,,35 U.S.C. 112; ,,
MPEP,0600,601.01(d)(III),,,APPLICATION FORWARDED FOR EXAMINATION,,,,
MPEP,0600,601.01(d)(III),p1,,,,35 U.S.C. 111(a); 35 U.S.C. 113; ,,
MPEP,0600,601.01(d)(III)(A),p1,,,,,,
MPEP,0600,601.01(d)(III)(B),p1,,,,,,
MPEP,0600,601.01(e),,,Nonprovisional Application Filed Without at Least One Claim [R-07.2015],,,,
MPEP,0600,601.01(f),,,Applications Filed Without Drawings [R-07.2015],,,,
MPEP,0600,601.01(g),,,Applications Filed Without All Figures of Drawings [R-07.2015],,,,
MPEP,0600,601.01(g)(I),,,REVIEW BY THE OFFICE OF PATENT APPLICATION PROCESSING,,,,
MPEP,0600,601.01(g)(I),p1,,,,35 U.S.C. 111; 35 U.S.C. 113; ,37 CFR 1.53(b); ,
MPEP,0600,601.01(g)(I),p2,,,,,,
MPEP,0600,601.01(g)(I),p3,,,,,,
MPEP,0600,601.01(g)(II),,,REVIEW BY EXAMINER,,,,
MPEP,0600,601.01(g)(II),p1,,,,35 U.S.C. 111(a); 35 U.S.C. 113; ,,
MPEP,0600,601.01(g)(II)(A),p1,,,,,,
MPEP,0600,601.01(g)(II)(B),p1,,,,35 U.S.C. 111(a); ,,
MPEP,0600,601.02,,,Power of Attorney [R-07.2015],,,,
MPEP,0600,601.03,,,Correspondence Address [R-11.2013],,,,
MPEP,0600,601.03(a),,,"Change of Correspondence Address in Applications Filed On or After September 16, 2012 [R-07.2015]",,,,
MPEP,0600,601.03(b),,,"Change of Correspondence Address in Applications Filed Before September 16, 2012 [R-07.2015]",,,,
MPEP,0600,601.04,,,National Stage Requirements of the United States as a Designated Office [R-08.2012],,,,
MPEP,0600,601.05,,,Bibliographic Information - Application Data Sheet (ADS) [R-07.2015],,,,
MPEP,0600,601.05(a),,,"Application Data Sheet (ADS) -- Application Filed On or After September 16, 2012 [R-07.2015]",,,,
MPEP,0600,601.05(a)(I),,,BIBLIOGRAPHIC INFORMATION,,,,
MPEP,0600,601.05(a)(I),p1,,,,,37 CFR 1.76(a); 37 CFR 1.76(b); 37 CFR 1.76(c)(2); ,
MPEP,0600,601.05(a)(I),p2,,,,,37 CFR 1.41(b); ,
MPEP,0600,601.05(a)(I),p3,,,,,37 CFR 1.33(a); ,
MPEP,0600,601.05(a)(I),p4,,,,,37 CFR 1.76(b)(3); ,
MPEP,0600,601.05(a)(I),p5,,,,,37 CFR 1.76(b)(3); ,
MPEP,0600,601.05(a)(I),p6,,,,35 U.S.C. 111(c); 35 U.S.C. 111(a); ,37 CFR 1.57(a); 37 CFR 1.76(b)(3); 37 CFR 1.53(b); ,
MPEP,0600,601.05(a)(I),p7,,,,,37 CFR 1.76(b)(4); 37 CFR 1.32; ,
MPEP,0600,601.05(a)(I),p8,,,,35 U.S.C. 119(e); ,37 CFR 1.76(b)(5); 37 CFR 1.78; ,
MPEP,0600,601.05(a)(I),p9,,,,35 U.S.C. 119(b); ,37 CFR 1.76(b)(6); 37 CFR 1.55; ,
MPEP,0600,601.05(a)(I),p10,,,,,37 CFR 1.76(b)(7); 37 CFR 1.43; 37 CFR 1.46; 37 CFR 1.45; ,
MPEP,0600,601.05(a)(I),p11,,,,35 U.S.C. 371; ,37 CFR 1.46(b); 37 CFR 1.76; 37 CFR 1.46(a); 37 CFR 1.46(c)(1); 37 CFR 1.76(c)(2); 37 CFR 1.46(c)(2); 37 CFR 1.76(b)(7); ,
MPEP,0600,601.05(a)(II),,,CORRECTING AND UPDATING AN ADS OR INFORMATION OTHERWISE OF RECORD,,,,
MPEP,0600,601.05(a)(II),p1,,,,35 U.S.C. 371; ,37 CFR 1.76(c); 37 CFR 1.63; 37 CFR 1.76(c)(1); 37 CFR 1.48; 37 CFR 1.55; 37 CFR 1.33(a); 37 CFR 1.46(c); ,
MPEP,0600,601.05(a)(II),p2,,,,,37 CFR 1.76(b); 37 CFR 1.76(c)(2); ,
MPEP,0600,601.05(a)(II),p3,,,,,37 CFR 1.48; 37 CFR 1.46(c); 37 CFR 1.78; ,
MPEP,0600,601.05(a)(III),,,TREATMENT OF INCONSISTENT INFORMATION,,,,
MPEP,0600,601.05(a)(III),p1,,,,,37 CFR 1.63; 37 CFR 1.76(d); ,
MPEP,0600,601.05(a)(III),p2,,,,,37 CFR 1.76(d)(1); 37 CFR 1.55; 37 CFR 1.78; 37 CFR 1.41; 37 CFR 1.48; ,
MPEP,0600,601.05(a)(III),p3,,,,,37 CFR 1.76(d)(2); ,
MPEP,0600,601.05(a)(III),p4,,,,,37 CFR 1.76(d)(2); ,
MPEP,0600,601.05(a)(III),p5,,,,,37 CFR 1.76(d)(3); 37 CFR 1.76(c)(1); ,
MPEP,0600,601.05(a)(IV),,,ADDITIONAL INFORMATION,,,,
MPEP,0600,601.05(a)(IV),p1,,,,,,
MPEP,0600,601.05(a)(IV),p2,,,,,,
MPEP,0600,601.05(a)(IV),p3,,,,,,
MPEP,0600,601.05(a)(IV),p4,,,,,37 CFR 1.76(e); 37 CFR 1.33(b); 37 CFR 1.41(b); 37 CFR 1.46; 37 CFR 1.55; 37 CFR 1.78; ,
MPEP,0600,601.05(a)(IV),p5,,,,,37 CFR 1.76; 37 CFR 1.76(d)(2); 37 CFR 1.53(f)(1); ,
MPEP,0600,601.05(a)(IV),p6,,,,35 U.S.C. 119; 35 U.S.C. 118; ,37 CFR 1.76(f); 37 CFR 1.55; 37 CFR 1.78; 37 CFR 1.57(a); 37 CFR 1.46; ,
MPEP,0600,601.05(a)(IV),p7,,,,35 U.S.C. 119; 35 U.S.C. 371; 35 U.S.C. 118; ,37 CFR 1.76(g); 37 CFR 1.78; 37 CFR 1.55; 37 CFR 1.46; ,
MPEP,0600,601.05(a)(IV),p8,,,,35 U.S.C. 119; 35 U.S.C. 118; 35 U.S.C. 111; ,37 CFR 1.76(g); 37 CFR 1.55; 37 CFR 1.78; 37 CFR 1.46; ,
MPEP,0600,601.05(b),,,"Application Data Sheet (ADS) in Application Filed Before September 16, 2012 [R-07.2015]",,,,
MPEP,0600,601.05(b)(I),,,BIBLIOGRAPHIC INFORMATION,,,,
MPEP,0600,601.05(b)(I),p1,,,,pre-AIA 35 U.S.C. 115; ,37 CFR 1.63; ,
MPEP,0600,601.05(b)(I),p2,,,,,37 CFR 1.41(b); 37 CFR 1.42; ,
MPEP,0600,601.05(b)(I),p3,,,,,37 CFR 1.33(a); ,
MPEP,0600,601.05(b)(I),p4,,,,,,
MPEP,0600,601.05(b)(I),p5,,,,,,
MPEP,0600,601.05(b)(I),p6,,,,,37 CFR 1.76(b)(3); ,
MPEP,0600,601.05(b)(I),p7,,,,,37 CFR 1.76(b)(4); 37 CFR 1.32; ,
MPEP,0600,601.05(b)(I),p8,,,,35 U.S.C. 119(e); ,37 CFR 1.76(b)(5); 37 CFR 1.78(a)(3); ,
MPEP,0600,601.05(b)(I),p9,,,,35 U.S.C. 119(b); ,37 CFR 1.76(b)(6); 37 CFR 1.55; ,
MPEP,0600,601.05(b)(I),p10,,,,,37 CFR 1.76(b)(7); ,
MPEP,0600,601.05(b)(I),p11,,,,,37 CFR 1.63; 37 CFR 1.76(c)(1); 37 CFR 1.48; 37 CFR 1.33(a); 37 CFR 1.67; 37 CFR 1.76(b); ,
MPEP,0600,601.05(b)(II),,,SUPPLEMENTAL ADS SUBMISSIONS,,,,
MPEP,0600,601.05(b)(II),p1,,,,,,
MPEP,0600,601.05(b)(III),,,TREATMENT OF INCONSISTENT INFORMATION,,,,
MPEP,0600,601.05(b)(III),p1,,,,,37 CFR 1.63; 37 CFR 1.67; 37 CFR 1.76; 37 CFR 1.76(d)(1); 37 CFR 1.76(d)(3); 37 CFR 1.76(d)(2); ,
MPEP,0600,601.05(b)(III),p2,,,,,37 CFR 1.63; 37 CFR 1.76(c); ,
