Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,0100,101,,,General [R-07.2015],,,,
MPEP,0100,,,,TELEPHONE AND IN-PERSON REQUESTS FOR INFORMATION CONCERNING PENDING OR ABANDONED APPLICATIONS,,,,
MPEP,0100,102,,,Information as to Status of an Application [R-07.2015],,,,
MPEP,0100,,,,STATUS LOCATION INFORMATION FOR OFFICE PERSONNEL,,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p2,,,,,,
MPEP,0100,103,,,Right of Public To Inspect Patent Files and Some Application Files [R-07.2015],,,,
MPEP,0100,103(I),,,ACCESS TO IMAGE FILE WRAPPER (IFW) APPLICATIONS,,,,
MPEP,0100,103(I),p1,,,,,,
MPEP,0100,103(I),p2,,,,,,
MPEP,0100,103(II),,,PUBLISHED APPLICATIONS,,,,
MPEP,0100,103(III),,,UNPUBLISHED ABANDONED AND PENDING APPLICATIONS (INCLUDING PROVISIONAL APPLICATIONS) THAT ARE IDENTIFIED,,,,
MPEP,0100,103(IV),,,ACCESS WHERE PART OF AN APPLICATION IS INCORPORATED BY REFERENCE IN A U.S. PATENT APPLICATION PUBLICATION OR A U.S. PATENT,,,,
MPEP,0100,103(IV),p1,,,,35 U.S.C. 122(a); ,37 CFR 1.14(a)(1); ,"In re Gallo, 231 USPQ 496 (Comm’r Pat. 1986); In re Marsh Eng’g. Co., 1913 C.D. 183 (Comm’r Pat. 1913); "
MPEP,0100,103(V),,,PETITION FOR ACCESS BY THIRD PARTY,,,,
MPEP,0100,103(VI),,,"ACCESS WHERE PATENT CLAIMS 35 U.S.C. 119(e), 120, 121, 365(c), or 386(c)  BENEFIT",,,,
MPEP,0100,103(VI),,,35 U.S.C. 119(e),,,,
MPEP,0100,103(VI),,,120,,,,
MPEP,0100,103(VI),,,121,,,,
MPEP,0100,103(VI),,,365(c),,,,
MPEP,0100,103(VI),,,386(c),,,,
MPEP,0100,103(VII),,,ACCESS TO PROVISIONAL APPLICATIONS,,,,
MPEP,0100,103(VII),p1,,,,,37 CFR 1.14(a)(1); ,
MPEP,0100,103(VIII),,,APPLICATION AT THE PATENT TRIAL AND APPEAL BOARD,,,,
MPEP,0100,103(VIII),p1,,,,,,
MPEP,0100,103(IX),,,DEFENSIVE PUBLICATIONS,,,,
MPEP,0100,103(IX),p1,,,,,,
MPEP,0100,103(X),,,REISSUE APPLICATIONS,,,,
MPEP,0100,103(X),p1,,,,,37 CFR 1.11(b); 37 CFR 1.53(d); ,
MPEP,0100,103(X),p2,,,,,,
MPEP,0100,,,,REQUEST FOR REEXAMINATION,,,,
MPEP,0100,,p1,,,,,37 CFR 1.520; ,
MPEP,0100,,,,DECISIONS BY THE DIRECTOR,,,,
MPEP,0100,,,,FOIA REQUESTS,,,,
MPEP,0100,104,,,Power to Inspect Application [R-07.2015],,,,
MPEP,0100,104(I),,,"AUTHORITY TO GRANT ACCESS - APPLICATION FILED ON OR AFTER SEPTEMBER 16, 2012",,,,
MPEP,0100,104(II),,,"AUTHORITY TO GRANT ACCESS - APPLICATION FILED BEFORE SEPTEMBER 16, 2012",,,,
MPEP,0100,104(III),,,POWER TO INSPECT,,,,
MPEP,0100,104(III),p1,,,,,,
MPEP,0100,104(III),p2,,,,,37 CFR 1.14(i); ,
MPEP,0100,104(III),p3,,,,,,
MPEP,0100,104(III),p4,,,,,,
MPEP,0100,104(IV),,,ACCESS TO PATENT APPLICATIONS (PROVISIONAL AND NONPROVISIONAL) AND BOARD RECORDS,,,,
MPEP,0100,104(IV),p1,,,,,37 CFR 1.11; ,
MPEP,0100,105,,,Suspended or Excluded Practitioner Cannot Inspect [R-11.2013],,,,
MPEP,0100,106,,,Control of Inspection by Assignee [R-11.2013],,,,
MPEP,0100,106.01,,,Rights of Assignee of Part Interest [R-11.2013],,,,
MPEP,0100,107‑109,,,[Reserved],,,,
MPEP,0100,110,,,Confidential Nature of International Applications [R-07.2015],,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,111‑114,,,[Reserved],,,,
MPEP,0100,115,,,Review of Applications for National Security and Property Rights Issues [R-07.2015],,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p2,,,,,,
MPEP,0100,116‑119,,,[Reserved],,,,
MPEP,0100,120,,,Secrecy Orders [R-07.2015],,,,
MPEP,0100,120(I),,,SECRECY ORDER TYPES,,,,
MPEP,0100,120(I),p1,,,,,,
MPEP,0100,120(II),,,RELATED SUBJECT MATTER,,,,
MPEP,0100,120(II),p1,,,,,,
MPEP,0100,120(II),p2,,,,,,
MPEP,0100,120(III),,,CORRESPONDENCE,,,,
MPEP,0100,120(III),p1,,,,,37 CFR 1.6(d)(6); ,
MPEP,0100,120(III),p2,,,,,,
MPEP,0100,120(III),p3,,,,,,
MPEP,0100,120(III),p4,,,,,,
MPEP,0100,120(IV),,,INTERNATIONAL APPLICATIONS (PCT) AND INTERNATIONAL DESIGN APPLICATIONS,,,,
MPEP,0100,120(IV),p1,,,,,,
MPEP,0100,120(IV),p2,,,,35 U.S.C. 371(c); ,,
MPEP,0100,120(V),,,CHANGES IN SECRECY ORDERS,,,,
MPEP,0100,120(V),p1,,,,35 U.S.C. 112; ,,
MPEP,0100,120(VI),,,IMPROPER OR INADVERTENT DISCLOSURE,,,,
MPEP,0100,120(VI),p1,,,,,,
MPEP,0100,120(VII),,,EXPIRATION,,,,
MPEP,0100,120(VII),p1,,,,35 U.S.C. 181; ,,
MPEP,0100,120(VII),p2,,,,,,
MPEP,0100,121,,,Handling of Applications under Secrecy Order and/or Bearing National Security Markings [R-08.2012],,,,
MPEP,0100,122‑129,,,[Reserved],,,,
MPEP,0100,130,,,Examination of Secrecy Order Cases [R-11.2013],,,,
MPEP,0100,131‑139,,,[Reserved],,,,
MPEP,0100,140,,,Foreign Filing Licenses [R-07.2015],,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,140(I),,,EXPEDITED FOREIGN FILING LICENSE,,,,
MPEP,0100,140(I),p1,,,,,,
MPEP,0100,140(II),,,RETROACTIVE LICENSES,,,,
MPEP,0100,140(II),p1,,,,,,
MPEP,0100,140(II),p2,,,,,,
MPEP,0100,140(II),p3,,,,35 U.S.C. 184; ,,
MPEP,0100,140(II),p4,,,,35 U.S.C. 182; 35 U.S.C. 185; 35 U.S.C. 186; ,,
MPEP,0100,141‑149,,,[Reserved],,,,
MPEP,0100,150,,,Statements to DOE and NASA [R-11.2013],,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p2,,,,,,
MPEP,0100,,p3,,,,,,
MPEP,0100,,p1,,,,,,
MPEP,0100,,p2,,,,,,
MPEP,0100,,p3,,,,,,
MPEP,0100,151,,,Content of the Statements [R-11.2013],,,,
