Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,2400,2401,,,Introduction [R-07.2015],,,,
MPEP,2400,2402,,,The Deposit Rules [R-07.2015],,,,
MPEP,2400,2403,,,Deposit of Biological Material [R-07.2015],,,,
MPEP,2400,2403.01,,,Material Capable of Self- Replication [R-08.2012],,,,
MPEP,2400,2403.02,,,Plant Material [R-07.2015],,,,
MPEP,2400,2404,,,Need or Opportunity to Make a Deposit [R-08.2012],,,,
MPEP,2400,2404.01,,,Biological Material That Is Known and Readily Available to the Public [R-07.2015],,,,
MPEP,2400,2404.02,,,Biological Material That Can Be Made or Isolated Without Undue Experimentation [R-08.2012],,,,
MPEP,2400,2404.03,,,Reference to a Deposit in the Specification [R-08.2012],,,,
MPEP,2400,2405,,,Acceptable Depository [R-07.2015],,,,
MPEP,2400,2406,,,Time of Making an Original Deposit [R-07.2015],,,,
MPEP,2400,2406.01,,,Description in Application Specification [R-07.2015],,,,
MPEP,2400,2406.02,,,Deposit After Filing Date - Corroboration [R-08.2012],,,,
MPEP,2400,2406.03,,,Possible Loss of U.S. Filing Date in Other Countries [R-07.2015],,,,
MPEP,2400,2407,,,Replacement or Supplement of Deposit [R-08.2012],,,,
MPEP,2400,2407.01,,,In a Pending Application [R-07.2015],,,,
MPEP,2400,2407.02,,,After a Patent Has Issued [R-07.2015],,,,
MPEP,2400,2407.03,,,Failure to Replace [R-08.2012],,,,
MPEP,2400,2407.04,,,Treatment of Replacement [R-08.2012],,,,
MPEP,2400,2407.05,,,Exemption From Replacement [R-08.2012],,,,
MPEP,2400,2407.06,,,Replacement May Not Be Recognized [R-07.2015],,,,
MPEP,2400,2408,,,Term of Deposit [R-07.2015],,,,
MPEP,2400,2409,,,Viability of Deposit [R-07.2015],,,,
MPEP,2400,2410,,,Furnishing of Samples [R-08.2012],,,,
MPEP,2400,2410.01,,,Conditions of Deposit [R-07.2015],,,,
MPEP,2400,2410.02,,,Certification of Statement of Availability of Deposit [R-07.2015],,,,
MPEP,2400,2411,,,Examination Procedures [R-07.2015],,,,
MPEP,2400,2411.01,,,Rejections Based on Deposit Issue [R-07.2015],,,,
MPEP,2400,2411.02,,,Replies to Rejections Based on Deposit Issue [R-07.2015],,,,
MPEP,2400,2411.03,,,Application in Condition for Allowance Except for Deposit [R-07.2015],,,,
MPEP,2400,2411.04,,,[Reserved],,,,
MPEP,2400,2411.05,,,Content of Application with Respect to Deposited Material [R-08.2012],,,,
MPEP,2400,2412‑2419,,,[Reserved],,,,
MPEP,2400,2420,,,The Requirements for Patent Applications Containing Nucleotide Sequence and/or Amino Acid Sequence Disclosures - the Sequence Rules [R-07.2015],,,,
MPEP,2400,2421,,,Overview of the Sequence Rules [R-08.2012],,,,
MPEP,2400,2421.01,,,"Definition of ""Sequence Listing"" and ""CRF"" [R-07.2015]",,,,
MPEP,2400,2421.02,,,Summary of the Requirements of the Sequence Rules [R-07.2015],,,,
MPEP,2400,2421.03,,,Notification of a Failure to Comply [R-07.2015],,,,
MPEP,2400,2421.04,,,Future Changes to the Sequence Rules [R-07.2015],,,,
MPEP,2400,2422,,,Nucleotide and/or Amino Acid Sequence Disclosures in Patent Applications [R-07.2015],,,,
MPEP,2400,2422(I),,,INCORPORATION BY REFERENCE OF WIPO ST.25 (1998) IN 37 CFR 1.821,,,,
MPEP,2400,2422(I),p1,,,,,37 CFR 1.821; ,
MPEP,2400,2422(I),p2,,,,,,
MPEP,2400,2422(I),p3,,,,,,
MPEP,2400,2422(II),,,FILING INTERNATIONALLY,,,,
MPEP,2400,2422(II),p1,,,,,37 CFR 1.821; 37 CFR 1.825; ,
MPEP,2400,2422.01,,,Nucleotide and/or Amino Acids Disclosures Requiring a Sequence Listing [R-07.2015],,,,
