Part,Chapter,Section,Paragraph,Update Status,Title,Links to MPEP,Links to 35USC,Links to 37CFR,Links to Cases and Actions
MPEP,1100,1101,,,Request for Statutory Invention Registration (SIR) [R-11.2013],,,,
MPEP,1100,1102-1110,,,[Reserved],,,,
MPEP,1100,1111,,,SIR Publication and Effect [R-11.2013],,,,
MPEP,1100,1112-1119,,,[Reserved],,,,
MPEP,1100,1120,,,Eighteen-Month Publication of Patent Applications [R-07.2015],,,,
MPEP,1100,,p1,,,,,,
MPEP,1100,1120(I),,,IN GENERAL,,,,
MPEP,1100,1120(I),p1,,,,35 U.S.C. 122(b); ,,
MPEP,1100,1120(II),,,EXCEPTIONS,,,,
MPEP,1100,1120(II),p1,,,,,37 CFR 1.211; ,
MPEP,1100,1120(III),,,APPLICATION MUST BE COMPLETE,,,,
MPEP,1100,1120(III),p1,,,,,37 CFR 1.211(c); ,
MPEP,1100,1120(IV),,,PROJECTED PUBLICATION DATE,,,,
MPEP,1100,1120(IV),p1,,,,,,
MPEP,1100,1120(IV),p2,,,,,37 CFR 1.55; 37 CFR 1.17; ,
MPEP,1100,1121,,,Content of a Patent Application Publication [R-07.2015],,,,
MPEP,1100,1121(I),,,AMENDMENTS,,,,
MPEP,1100,1121(I),p1,,,,,,
MPEP,1100,1121(I)(A),,,Avoid Filing Preliminary Amendments,,,,
MPEP,1100,1121(I)(A),p1,,,,,,
MPEP,1100,1121(I)(A),p2,,,,,37 CFR 1.115(a)(1); ,
MPEP,1100,1121(I)(A),p3,,,,35 U.S.C. 119(e); ,37 CFR 1.63(d)(1); 37 CFR 1.78(a); ,
MPEP,1100,1121(I)(B),,,Requests for Republication to Correct Errors,,,,
MPEP,1100,1121(I)(B),p1,,,,,37 CFR 1.221(a); 37 CFR 1.221(b); ,
MPEP,1100,1121(II),,,APPENDICES,,,,
MPEP,1100,1121(II),p1,,,,,37 CFR 1.96(c); 37 CFR 1.52(e); ,
MPEP,1100,1121(III),,,AMENDED APPLICATION FILED VIA EFS,,,,
MPEP,1100,1121(III),p1,,,,,37 CFR 1.215(c); 37 CFR 1.215(a); ,
MPEP,1100,1121(IV),,,APPLICANT INFORMATION,,,,
MPEP,1100,1121(IV),p1,,,,,37 CFR 1.46; 37 CFR 1.46(c); ,
MPEP,1100,1121(IV),p2,,,,,37 CFR 1.211(b); 37 CFR 1.211(a); ,
MPEP,1100,1121(V),,,ASSIGNEE INFORMATION,,,,
MPEP,1100,1121(V),p1,,,,,,
MPEP,1100,1121(V),p2,,,,,37 CFR 1.221(b); 37 CFR 1.221(a); ,
MPEP,1100,1122,,,Requests for Nonpublication [R-07.2015],,,,
MPEP,1100,,p1,,,,,,
MPEP,1100,1122(I),,,REQUIREMENTS PRIOR TO FILING A NONPUBLICATION REQUEST,,,,
MPEP,1100,1122(I),p1,,,,,,
MPEP,1100,1122(II),,,FILING A NONPUBLICATION REQUEST,,,,
MPEP,1100,1122(II),p1,,,,35 U.S.C. 122(b)(2)(B)(i); ,37 CFR 1.213(a)(2); ,
MPEP,1100,1122(II),p2,,,,,37 CFR 1.53(c)(3); ,
MPEP,1100,1122(II),p3,,,,35 U.S.C. 122(b)(2)(B)(i); ,,
MPEP,1100,1122(III),,,INAPPROPRIATE NONPUBLICATION REQUEST,,,,
MPEP,1100,1122(III),p1,,,,35 U.S.C. 111(a); ,,
MPEP,1100,1122(III),p2,,,,35 U.S.C. 111(a); 35 U.S.C. 122(b)(2)(B)(i); ,37 CFR 1.213; ,
MPEP,1100,1122(III),p3,,,,35 U.S.C. 122(b)(2)(B); ,37 CFR 1.137(a); ,
MPEP,1100,1122(III),p4,,,,35 U.S.C. 122(b)(2)(B)(i); ,,
MPEP,1100,1122(III),p5,,,,,,
MPEP,1100,1123,,,Rescission of a Nonpublication Request [R-07.2015],,,,
MPEP,1100,,p1,,,,,,
MPEP,1100,1124,,,Notice of Foreign Filing [R-07.2015],,,,
MPEP,1100,,p1,,,,,,
MPEP,1100,1124(I),,,NOTICE OF FOREIGN FILING REQUIRED WITHIN 45 DAYS,,,,
MPEP,1100,1124(I),p1,,,,35 U.S.C. 122(b)(2)(B); 35 U.S.C. 122(b)(2)(B)(i); 35 U.S.C. 111(a); ,,
MPEP,1100,1124(I),p2,,,,,37 CFR 1.8; 37 CFR 1.8(a); ,
MPEP,1100,1124(I),p3,,,,35 U.S.C. 122(b)(2)(B); ,,
MPEP,1100,1124(II),,,ABANDONMENT FOR FAILURE TO PROVIDE TIMELY NOTICE,,,,
MPEP,1100,1125,,,Express Abandonment to Avoid Publication [R-11.2013],,,,
MPEP,1100,1126,,,Publication Fees [R-11.2013],,,,
MPEP,1100,1127,,,Notice of Publication [R-08.2012],,,,
MPEP,1100,1128,,,Availability of Published Applications [R-07.2015],,,,
MPEP,1100,1128(I),,,ELECTRONIC ACCESS,,,,
MPEP,1100,1128(I),p1,,,,,37 CFR 1.14(b); 37 CFR 1.14(a)(1); ,
MPEP,1100,1128(II),,,COPIES OF PUBLISHED APPLICATIONS,,,,
MPEP,1100,1128(II),p1,,,,,37 CFR 1.14(a)(1); 37 CFR 1.19(b); ,
MPEP,1100,1128(III),,,STATUS INFORMATION,,,,
MPEP,1100,1128(III),p1,,,,35 U.S.C. 122(b); ,,
MPEP,1100,1129,,,Request for Early Publication [R-11.2013],,,,
MPEP,1100,1130,,,Republication and Correction of Patent Application Publications [R-07.2015],,,,
MPEP,1100,1130(I),,,REQUEST FOR REPUBLICATION,,,,
MPEP,1100,1130(I),p1,,,,,37 CFR 1.221(a); ,
MPEP,1100,1130(II),,,REQUEST FOR CORRECTED PUBLICATION - MATERIAL MISTAKE MADE BY THE OFFICE,,,,
MPEP,1100,1130(II),p1,,,,,37 CFR 1.221(b); ,
MPEP,1100,1130(II),p2,,,,,37 CFR 1.221(b); ,
MPEP,1100,1130(II)(A),,,Material Mistake,,,,
MPEP,1100,1130(II)(A),p1,,,,,37 CFR 1.221(b); ,
MPEP,1100,1130(II)(B),,,Non-Material Mistake,,,,
MPEP,1100,1130(II)(B),p1,,,,,37 CFR 1.221(b); ,
MPEP,1100,1131,,,[Reserved],,,,
MPEP,1100,1132,,,Requests for Redacted Publication [R-08.2012],,,,
MPEP,1100,,p1,,,,,,
MPEP,1100,1133,,,Voluntary Publication [R-08.2012],,,,
MPEP,1100,1134,,,Third Party Inquiries and Correspondence in a Published Application [R-11.2013],,,,
MPEP,1100,,p1,,,,,,
MPEP,1100,1134.01,,,Third Party Submissions Under 37 CFR 1.290 [R-07.2015],,,,
MPEP,1100,1134.01(I),,,TIMELINESS REQUIREMENT,,,,
MPEP,1100,1134.01(I),p1,,,,,37 CFR 1.290(b); ,
MPEP,1100,1134.01(I)(A),,,Time Periods Are Statutory and Cannot Be Waived,,,,
MPEP,1100,1134.01(I)(A),p1,,,,35 U.S.C. 122(e)(1); ,37 CFR 1.290(b); ,
MPEP,1100,1134.01(I)(A),p2,,,,,,
MPEP,1100,1134.01(I)(A),p3,,,,,,
MPEP,1100,1134.01(I)(B),,,A Third-Party Submission Is Filed On Its Date of Receipt in the Office,,,,
MPEP,1100,1134.01(I)(B),p1,,,,,37 CFR 1.290; 37 CFR 1.6; 37 CFR 1.7(a); 37 CFR 1.10; 37 CFR 1.8; ,
MPEP,1100,1134.01(II),,,CONTENT REQUIREMENTS FOR A THIRD-PARTY SUBMISSION,,,,
MPEP,1100,1134.01(II),p1,,,,,37 CFR 1.290(d); ,
MPEP,1100,1134.01(II)(A),,,Document List,,,,
MPEP,1100,1134.01(II)(A),p1,,,,,37 CFR 1.290(d)(1); 37 CFR 1.290(e); ,
MPEP,1100,1134.01(II)(A)(1),,,Form PTO/SB/429,,,,
MPEP,1100,1134.01(II)(A)(1),p1,,,,,37 CFR 1.290(d)(1); 37 CFR 1.290(e); 37 CFR 1.290(d)(5); 37 CFR 1.290(g); ,
MPEP,1100,1134.01(II)(A)(2),,,Listing Requirements,,,,
MPEP,1100,1134.01(II)(A)(2),p1,,,,,37 CFR 1.290(e); 37 CFR 1.290(d)(1); 37 CFR 1.98(a)(1)(i); ,
MPEP,1100,1134.01(II)(A)(2),p2,,,,,37 CFR 1.290(d)(1); ,
MPEP,1100,1134.01(II)(A)(2)(a),,,U.S. Patents and U.S. Patent Application Publications,,,,
MPEP,1100,1134.01(II)(A)(2)(a),p1,,,,,37 CFR 1.290(e)(1); 37 CFR 1.290(e)(2); ,
MPEP,1100,1134.01(II)(A)(2)(b),,,Foreign Patents and Published Foreign Patent Applications,,,,
MPEP,1100,1134.01(II)(A)(2)(b),p1,,,,,37 CFR 1.290(e)(3); ,
MPEP,1100,1134.01(II)(A)(2)(c),,,Non-Patent Publications,,,,
MPEP,1100,1134.01(II)(A)(2)(c),p1,,,,,,
MPEP,1100,1134.01(II)(A)(2)(c),p2,,,,,37 CFR 1.290(e)(4); ,
MPEP,1100,1134.01(II)(A)(2)(c),p3,,,,,37 CFR 1.290(e)(4); ,
MPEP,1100,1134.01(II)(B),,,Concise description of relevance,,,,
MPEP,1100,1134.01(II)(B),p1,,,,35 U.S.C. 122(e)(2)(A); ,37 CFR 1.290(d)(2); ,
MPEP,1100,1134.01(II)(B)(1),,,Format,,,,
MPEP,1100,1134.01(II)(B)(1),p1,,,,,,
MPEP,1100,1134.01(II)(B)(1),p2,,,,,,
MPEP,1100,1134.01(II)(B)(2),,,Content,,,,
MPEP,1100,1134.01(II)(B)(2),p1,,,,,,
MPEP,1100,1134.01(II)(B)(2),p2,,,,,,
MPEP,1100,1134.01(II)(B)(2),p3,,,,,,
MPEP,1100,1134.01(II)(B)(3),,,Not an invitation to participate in the prosecution of the application,,,,
MPEP,1100,1134.01(II)(B)(3),p1,,,,35 U.S.C. 122(c); 35 U.S.C. 122(e); ,37 CFR 1.291; ,
MPEP,1100,1134.01(II)(B)(3),p2,,,,,,
MPEP,1100,1134.01(II)(B)(3),p3,,,,,,
MPEP,1100,1134.01(II)(B)(3),p4,,,,,,
MPEP,1100,1134.01(II)(B)(3),p5,,,,,,
MPEP,1100,1134.01(II)(B)(3),p6,,,,,,
MPEP,1100,1134.01(II)(B)(3),p7,,,,,,
MPEP,1100,1134.01(II)(B)(3),p8,,,,,,
MPEP,1100,1134.01(II)(C),,,Copies,,,,
MPEP,1100,1134.01(II)(C),p1,,,,,37 CFR 1.290(d)(3); 37 CFR 1.98(a)(2); ,
MPEP,1100,1134.01(II)(C),p2,,,,,37 CFR 1.290(d)(1); 37 CFR 1.290(d)(3); ,
MPEP,1100,1134.01(II)(C),p3,,,,,37 CFR 1.290; ,
MPEP,1100,1134.01(II)(C),p4,,,,,37 CFR 1.98; ,
MPEP,1100,1134.01(II)(D),,,Translations,,,,
MPEP,1100,1134.01(II)(D),p1,,,,,37 CFR 1.290(d)(4); 37 CFR 1.290(d)(1); ,
MPEP,1100,1134.01(II)(E),,,Statements,,,,
MPEP,1100,1134.01(II)(E),p1,,,,35 U.S.C. 122(e); ,37 CFR 1.290(d)(5)(i); 37 CFR 1.56; 37 CFR 1.290(g); ,
MPEP,1100,1134.01(II)(E),p2,,,,,37 CFR 1.290(d)(5)(i); 37 CFR 1.290(g); ,
MPEP,1100,1134.01(II)(E),p3,,,,,37 CFR 1.4; 37 CFR 1.290(d)(5); 37 CFR 1.290(g); ,
MPEP,1100,1134.01(II)(F),,,Fee (if necessary),,,,
MPEP,1100,1134.01(II)(F),p1,,,,,37 CFR 1.290(f); 37 CFR 1.17(o); 37 CFR 1.290(g); 37 CFR 1.290(d)(1); ,
MPEP,1100,1134.01(II)(F),p2,,,,,,
MPEP,1100,1134.01(II)(F)(1),,,Fee exemption,,,,
MPEP,1100,1134.01(II)(F)(1),p1,,,,,37 CFR 1.290(g); 37 CFR 1.290(f); ,
MPEP,1100,1134.01(II)(F)(1),p2,,,,,37 CFR 1.290(g); ,
MPEP,1100,1134.01(II)(F)(1),p3,,,,,37 CFR 1.290(g); 37 CFR 1.290(f); ,
MPEP,1100,1134.01(II)(F)(2),,,Fee is required for a resubmission after a finding of non-compliance,,,,
MPEP,1100,1134.01(II)(F)(2),p1,,,,,37 CFR 1.290(f); 37 CFR 1.290(g); ,
MPEP,1100,1134.01(II)(F)(3),,,Small entity discount,,,,
MPEP,1100,1134.01(II)(F)(3),p1,,,,,,
MPEP,1100,1134.01(II)(F)(4),,,Fee Examples,,,,
MPEP,1100,1134.01(II)(F)(4),p1,,,,,,
MPEP,1100,1134.01(II)(F)(4),p2,,,,,,
MPEP,1100,1134.01(III),,,PRINTED PUBLICATIONS,,,,
MPEP,1100,1134.01(III),p1,,,,35 U.S.C. 122(e)(1); ,37 CFR 1.290(a); ,
MPEP,1100,1134.01(III),p2,,,,,37 CFR 1.290(c); ,
MPEP,1100,1134.01(III),p3,,,,35 U.S.C. 122(e); ,37 CFR 1.290; ,
MPEP,1100,1134.01(III)(A),,,Evidence of Publication,,,,
MPEP,1100,1134.01(III)(A),p1,,,,35 U.S.C. 122(e); ,37 CFR 1.290; 37 CFR 1.290(e)(4); ,
MPEP,1100,1134.01(III)(A),p2,,,,,,
MPEP,1100,1134.01(III)(A),p3,,,,,,
MPEP,1100,1134.01(III)(A),p4,,,,,37 CFR 1.290(d)(3); ,
MPEP,1100,1134.01(III)(B),,,Need Not Be Prior Art,,,,
MPEP,1100,1134.01(III)(B),p1,,,,,37 CFR 1.290(a); ,
MPEP,1100,1134.01(III)(C),,,Cumulative Information/Information Already of Record,,,,
MPEP,1100,1134.01(III)(C),p1,,,,,37 CFR 1.290(a); ,
MPEP,1100,1134.01(III)(C),p2,,,,,,
MPEP,1100,1134.01(III)(D),,,Of Potential Relevance to the Examination of the Application,,,,
MPEP,1100,1134.01(III)(D),p1,,,,35 U.S.C. 122(e)(1); ,37 CFR 1.290(a); 37 CFR 1.290(d)(2); ,
MPEP,1100,1134.01(IV),,,FILING A THIRD-PARTY SUBMISSION,,,,
MPEP,1100,1134.01(IV),p1,,,,,,
MPEP,1100,1134.01(IV)(A),,,For Consideration and Inclusion in a Patent Application,,,,
